Sentence #,Word,Tag
Sentence: 53,NEG PLG NO CRS DEFLT NO FORCE MAJ = GOV LAW ,O
Sentence: 53," "" <MISC> "" Var_MISC "" </MISC> """,MISC
Sentence: 53,HOME CTRY = TAX PROVS STANDARD MGT / UND 0.275 SELL CONC 1.60 PRAECIP = UNDERLYING GOVT BOND 7.0 PCT SEPT 2001 NOTES ,O
Sentence: 53," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 53,IS JOINT LEAD MANAGER -- ,O
Sentence: 53," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 53,+44 171 542 7658 -DOCSTART- ,O
Sentence: 53," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 53,sets $ 300 million January 1999 FRN ,O
Sentence: 54,LONDON 1996-08-22 The following floating-rate issue was announced by lead manager ,O
Sentence: 54," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 55," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 55,( ,O
Sentence: 55," "" <MISC> "" Var_MISC "" </MISC> """,MISC
Sentence: 55,NATIONAL MORTGAGE AGENCY ) AMT $ 300 MLN SPREAD - 12.5 BP MATURITY 21.JAN.99 TYPE FRN BASE ,O
Sentence: 55," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 55,LIBOR PAY DATE S23.SEP.96 LAST MOODY AA3 ISS PRICE 99.956 FULL FEES 10 BP LAST ,O
Sentence: 55," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 55,AA+ REOFFER = NOTES S SHORT FIRST COUPON LISTING ,O
Sentence: 55," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 55,DENOMS ( K ) 1-10-100 SALE LIMITS ,O
Sentence: 55," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 55,/ ,O
Sentence: 55," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 55,/ ,O
Sentence: 55," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 55,/ ,O
Sentence: 55," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 55,NEG PLG YES CRS DEFLT NO FORCE MAJ IPMA 2 GOV LAW ,O
Sentence: 55," "" <MISC> "" Var_MISC "" </MISC> """,MISC
Sentence: 55,HOME CTRY ,O
Sentence: 55," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 55,TAX PROVS STANDARD MGT / UND 5 BP SELL CONC 5 BP PRAECIP = NOTES ISSUED OFF EMTN PROGRAMME -- ,O
Sentence: 55," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 55,+44 171 542 8863 -DOCSTART- Port conditions update - ,O
Sentence: 55," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 55,- ,O
Sentence: 55," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 56," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 56,conditions from ,O
Sentence: 56," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 56,-- ,O
Sentence: 56," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 56,", Aug 10 - waiting time at ",O
Sentence: 56," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 56,and ,O
Sentence: 56," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 56,presently 24 hours ,O
Sentence: 57,-DOCSTART- ,O
Sentence: 57," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 57,plays down fears of war with ,O
Sentence: 57," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 58," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 58," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 58," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 58,1996-08-22 ,O
Sentence: 58," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 58,'s outgoing peace negotiator with ,O
Sentence: 58," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 58,said on Thursday current tensions between the two countries appeared to be a storm in a teacup ,O
Sentence: 59,Itamar ,O
Sentence: 59," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 59,", who as ",O
Sentence: 59," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 59,'s ambassador to ,O
Sentence: 59," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 59,conducted unfruitful negotiations with ,O
Sentence: 59," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 59,", told ",O
Sentence: 59," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 59,it looked like ,O
Sentence: 59," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 59,wanted to talk rather than fight ,O
Sentence: 60,It appears to me the ,O
Sentence: 60," "" <MISC> "" Var_MISC "" </MISC> """,MISC
Sentence: 60,priority is still to negotiate ,O
Sentence: 61,The ,O
Sentence: 61," "" <MISC> "" Var_MISC "" </MISC> """,MISC
Sentence: 61,"are confused , they are definitely tense , but the general assessment here in ",O
Sentence: 61," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 61,"is that this is essentially a storm in a teacup , he said ",O
Sentence: 62,Rabinovich is winding up his term as ambassador ,O
Sentence: 63,He will be replaced by ,O
Sentence: 63," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 63,", a former ",O
Sentence: 63," "" <MISC> "" Var_MISC "" </MISC> """,MISC
Sentence: 63,envoy to ,O
Sentence: 63," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 63,and right-wing ,O
Sentence: 63," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 63,party politician ,O
Sentence: 64,Israel on Wednesday sent ,O
Sentence: 64," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 64,"a message , via ",O
Sentence: 64," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 64,", saying it was committed to peace and wanted to open negotiations without preconditions ",O
Sentence: 65,But it slammed ,O
Sentence: 65," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 65,for creating what it called a dangerous atmosphere ,O
Sentence: 66,Syria accused ,O
Sentence: 66," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 66,on Wednesday of launching a hysterical campaign against it after ,O
Sentence: 66," "" <MISC> "" Var_MISC "" </MISC> """,MISC
Sentence: 66,television reported that ,O
Sentence: 66," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 66,had recently test fired a missile ,O
Sentence: 67,It said its arms purchases were for defensive purposes ,O
Sentence: 68,The message that we sent to ( ,O
Sentence: 68," "" <MISC> "" Var_MISC "" </MISC> """,MISC
Sentence: 68,President ,O
Sentence: 68," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 68,) ,O
Sentence: 68," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 68,is that ,O
Sentence: 68," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 68,"is ready at any time without preconditions to enter peace negotiations , ",O
Sentence: 68," "" <MISC> "" Var_MISC "" </MISC> """,MISC
Sentence: 68,Foreign Minister ,O
Sentence: 68," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 68,told ,O
Sentence: 68," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 68,in an interview ,O
Sentence: 69,Tension has mounted since ,O
Sentence: 69," "" <MISC> "" Var_MISC "" </MISC> """,MISC
Sentence: 69,Prime Minister ,O
Sentence: 69," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 69,took office in June vowing to retain the ,O
Sentence: 69," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 69,captured from ,O
Sentence: 69," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 69,in the 1967 ,O
Sentence: 69," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 69,war ,O
Sentence: 70,Israeli-Syrian peace talks have been deadlocked over the ,O
Sentence: 70," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 70,since 1991 despite the previous government 's willingness to make ,O
Sentence: 70," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 70,concessions ,O
Sentence: 71,Peace talks between the two sides were last held in February ,O
Sentence: 72,The voices coming out of ,O
Sentence: 72," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 72,"are bad , not good ",O
Sentence: 73,"The media ... are full of expressions and declarations that must be worrying ... this artificial atmosphere is very dangerous because those who spread it could become its prisoners , ",O
Sentence: 73," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 73,said ,O
Sentence: 74,We expect from ,O
Sentence: 74," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 74,", if its face is to peace , that it will answer ",O
Sentence: 74," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 74,"'s message to enter peace negotiations because that is our goal , he said ",O
Sentence: 75,"We do not want a war , ",O
Sentence: 75," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 75,forbid ,O
Sentence: 76,No one benefits from wars ,O
Sentence: 77,Israel 's ,O
Sentence: 77," "" <ORG> "" Var_ORG "" </ORG> """,ORG
Sentence: 77,television said ,O
Sentence: 77," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 77,had sent a calming signal to ,O
Sentence: 77," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 78," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 78,gave no source for the report ,O
Sentence: 79,Netanyahu and ,O
Sentence: 79," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 79,'s spokesmen said they could not confirm it ,O
Sentence: 80,The television also said that ,O
Sentence: 80," "" <PER> "" Var_PER "" </PER> """,PER
Sentence: 80,had sent messages to reassure ,O
Sentence: 80," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 80,via ,O
Sentence: 80," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 80,", the ",O
Sentence: 80," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 80,and ,O
Sentence: 80," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 81," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 81," "" <MISC> "" Var_MISC "" </MISC> """,MISC
Sentence: 81,diplomat denies nurses stranded in ,O
Sentence: 81," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 82," "" <LOC> "" Var_LOC "" </LOC> """,LOC
Sentence: 82,1996-08-22 A ,O
Sentence: 82," "" <MISC> "" Var_MISC "" </MISC> """,MISC
Sentence: 82,diplomat on Thursday denied a ,O
